policy_chunk,name,chunk_id,heading_path,section_label,text,num_tokens,num_sentences,deterministic,probabilistic
university-of-cambridge.md-1,university-of-cambridge.md,1,University of Cambridge Research Data Management Policy Framework,,"The purpose of this policy framework is to provide guidance to research staff and students as to how they should manage and share the research data they produce in order to maximise the potential for research produced by the University of Cambridge in support of the University’s core values and missions. This policy framework is intended for researchers, research students and anyone who supports research at the University of Cambridge.",71,2,yes,yes
university-of-cambridge.md-15,university-of-cambridge.md,15,University of Cambridge Research Data Management Policy Framework > ACTIVE DATA MANAGEMENT,,"33. Ensuring that research data records are retained in appropriate repositories (discipline-based or institutional) for as long as the data are valuable to the data creator or to others, or for as long as is required by the funder or by other regulatory requirements. If data is not publicly shared, researchers should ensure it is kept safely in line with funder retention policies and to ensure the data can be produced to demonstrate research integrity if needed. Research records that do not fall under the category of research data should be handled in line with funder policies and the University Statement of Records Management Practice and Master Records Retention Schedule (Section 4). Where records are no longer required for research or funder requirements, they can be referred to the University Archives for consideration to be added to the collections, for use by other researchers in the future.

34. When depositing research data into external data repositories, considering data repositories which support Open Researcher and Contributor ID (ORCID), funder IDs and grant IDs.

35. Storing publicly-funded research data that is not generated in a digital format in a manner to facilitate it being shared.

36. Upholding the University principles in rigorous, reproducible research that is persistently available by using, wherever possible, open source formats for files and file type recommended for long term preservation.

Advice, guidance and training to meet the expectations set out in this framework are available through the University’s Research Data Service and with the support of local Research Data Champions in faculties and departments.

1. Definition taken from UK Concordat on Open Data

2. Definition taken from Cambridge University Libraries Digital Preservation Policy",272,16,yes,yes
university-of-central-lancashire.md-14,university-of-central-lancashire.md,14,University of Central Lancashire Research Data Management Policy > University of Central Lancashire UCLan > 6.3 Intellectual Property Rights,,Ownership of intellectual property (IP) created by UCLan staff is outlined in the University Policy on Intellectual Property (Section 3). IP which has potential exploitation (commercial and non-commercial)  or publicity value or could otherwise enhance the reputation of UCLan should be identified and disclosed to the University at the earliest opportunity.  The associated data may need to be withheld for a limited period of time (see point 6) to protect IP that would otherwise be compromised.,75,3,no,yes
university-of-cumbria.md-0,university-of-cumbria.md,0,Research Data Management (RDM) - Principles of Good Practice,,"These principles apply to research data generated by University of Cumbria academic staff and researchers. They do not apply at this stage to post graduate students. The area is fast moving; the principles are based on sector guidance.

The university supports the sharing of research data as openly as possible (subject to not harming university’s intellectual property, and/or commercial rights including those of a third party).

Research data is valuable and needs managing alongside your research methodology.

RDM requirements are fundamental in future plans for the Research Excellence Framework, (REF), open access, and external funding criteria.",98,6,yes,yes
university-of-dundee.md-1,university-of-dundee.md,1,Overview,,"The purpose of this policy is to establish a set of principles to govern the management of data arising from the research activities of the University (“Research Data”1). This policy is intended to cover active Research Data sets that are of potential current or future interest or value to the field. It will not apply where there are legitimate legal, ethical and/or commercial constraints on data use.",68,3,yes,yes
university-of-dundee.md-29,university-of-dundee.md,29,Appendix 1: Formal Policy Guidance Notes for the Management of Research Data > 4. Procedures > 4.3. Archiving data > 4.3.1. Appraisal of data,,"Research data should be preserved for as long as it is of continuing value to the researcher, the wider research team/community and in line with known legal and regulatory obligations. As stated in the PGMRD 2.7, research sponsors may specify requirements for retention of specific categories of records.

For an overview of funders policies see   Clarification of funder policy and support with compliance is provided by LLC Research Services, contact discovery@dundee.ac.uk.",74,3,no,yes
university-of-dundee.md-31,university-of-dundee.md,31,Appendix 1: Formal Policy Guidance Notes for the Management of Research Data > 4. Procedures > 4.3. Archiving data > 4.3.2. Data that is to be destroyed,,"Research data should be destroyed when judged to be of no further value or when retention periods described in the Data Management Plan expire. Destruction should be authorised by staff with appropriate authority, such as the PI or their designated administrator and should be carried out in accordance with the University’s Guidance on the proper disposal of information.

PIs who are leaving the institution and are transferring an ongoing project must notify the LLC and provide authorisation for destruction of the data at Dundee following completion of the transfer.",90,3,no,no
university-of-dundee.md-46,university-of-dundee.md,46,Appendix 2: Formal Policy Guidance Notes for the Management of Undergraduate Research Data > 5. Procedures > 5.3. Completion of studies > 5.3.4. Reuse of data,,It may be useful to keep research data beyond a year – where they are of continuing valuento the supervisor. If a supervisor decides to retain the data beyond a year then it is considered Research Data (rather than student data) and is governed as such by PGMRD and the Formal Policy Guidance Notes for the Management of Research Data.,59,2,no,yes
university-of-dundee.md-48,university-of-dundee.md,48,Appendix 2: Formal Policy Guidance Notes for the Management of Undergraduate Research Data > 5. Procedures > 5.4. Data that is to be destroyed,,"When judged to be of no further value or when the 12 month retention period described expires research data should be destroyed. Destruction should be authorised by staff with appropriate authority, such as the supervisor or their designated administrator and should be carried out in accordance with the University’s Guidance on the proper disposal of information.

Supervisors who are leaving the institution and are transferring an ongoing project must notify the School and provide authorisation for destruction of undergraduate student research data at Dundee following completion of the transfer.

Further guidance on data destruction methods can be obtained from the University Records Management webpages",104,4,no,no
university-of-east-anglia.md-2,university-of-east-anglia.md,2,Research Data Management Policy > Contents > Introduction,,"The University of East Anglia recognises Research Data as a valuable institutional asset to be managed in line with UKRI Common Principles on Research Data (  In addition, the University acknowledges the role that good Research Data management can play in supporting the University’s research vision to ensure that our research has the highest possible global influence through a dissemination strategy that maximises impact and that ensures effective communication of our research.

The purpose of this Policy is to ensure that Researchers and support staff:",85,2,yes,yes
university-of-east-anglia.md-5,university-of-east-anglia.md,5,Research Data Management Policy > Scope > Definitions,,"Research Data  There is no single definition of what constitutes Research Data. For the purposes of the University’s Research Data Management Policy and the associated Procedures and Guidelines, the following definition, from the Concordat on Open Research Data3, provides an indication of the scope: “Research data are the evidence that underpins the answer to the research question, and can be used to validate findings regardless of its form (e.g. print, digital, or physical). These might be quantitative information or qualitative statements collected by researchers in the course of their work by experimentation, observation, modelling, interview or other methods, or information derived from existing evidence. Data may be raw or primary (e.g. direct from measurement or collection) or derived from primary data for subsequent analysis or interpretation (e.g. cleaned up or as an extract from a larger data set), or derived from existing sources where the rights may be held by others. Data may be defined as ‘relational’ or ‘functional’ components of research, thus signalling that their identification and value lies in whether and how researchers use them as evidence for claims.”",185,8,yes,yes
university-of-east-anglia.md-8,university-of-east-anglia.md,8,Research Data Management Policy > Principles,,"1. Publicly funded Research Data are a public good and should be made openly available wherever possible. 2. Research Data include both digital and non-digital forms and the definition of Research Data shall be guided by that widely accepted within the relevant discipline of the research. 3. Overall responsibility for Research Data Management at UEA rests with Research Executive. Every project must have a named Researcher responsible for data management. Researchers who are students shall seek advice about management and preservation of their research data from their supervisor(s), course/module director. All Researchers have a responsibility to familiarise themselves with this policy and the associated guidance. 4. UEA shall provide advice and support to Researchers in planning and managing their Research Data through the provision of training, guidance, good practice documentation and expert advice. 5. Best practice for the management of Research Data starts at the earliest stage of planning a research project and should cover all stages of the Research Data lifecycle, normally through the creation of a Data Management Plan which should be updated as necessary over the course of the research project. This should cover the requirements of working across various locations where necessary. 6. Researchers shall include a short statement within a research output describing how and on what terms supporting Research Data can be accessed. 7. Research Data that are made available shall be as comprehensive as possible and have clear instructions for use, including Metadata that facilitates discovery and reuse. 8. Research Data should be kept and remain available for access for at least 10 years following any publication, except when special circumstances apply. Metadata should be kept indefinitely. Any additional documents required to enable sharing or reuse, or to meet legal or ethical obligations should also be retained for as long as is necessary to ensure continuing access of Research Data. In the case of undergraduate research projects, this requirement may be waived, where student and supervisor(s) or course/module director agree that this is not appropriate for that research project. This decision should be documented. 9. A Researcher should use an appropriate external repository or data centre which will archive and preserve Research Data, e.g. national, disciplinary or funder archive. Alternatively, if no such repository or data centre is available, Researchers should use a central repository provided by UEA. Where the data are held externally, UEA will have a Metadata record for the data, including a link to the holding repository. There is no need to duplicate data in a central UEA repository if is held in another repository or archive. 10. Where the transfer of Research Data between organisations is required, it should be straightforward (e.g. research collaborations, Researchers moving between HEIs) but also secure and managed (i.e. not on an exclusive basis unless that is a condition of funding), and accompanied by appropriate documentation (eg data sharing agreements). Where the Research Data have an assessed commercial value then additional steps will need to be followed before Research Data can be transferred. 11.

Any destruction of Research Data shall be in accordance with the terms of this Policy, the retention period set out in the Data Management Plan and any legal and funder requirements, whichever is the most stringent.",532,37,yes,yes
university-of-essex.md-11,university-of-essex.md,11,Research Data Management Policy > Access and sharing,,"14. Written agreements are required when personal data (any information relating to an identified or identifiable natural person) is passed from a data controller to a data processor or another data controller, or to a country not bound by the General Data Protection Regulation or equivalent privacy legislation. Written agreements are also useful when the data being shared although not personal data, are confidential or valuable to the parties involved.  The University’s Research and Enterprise Office can assist with providing templates for both incoming and outgoing research data and the drafting and negotiation of the agreements concerned. Exclusive rights to reuse or publish research data should not be transferred to commercial publishers or agents without retaining the nonexclusive rights to make the data openly available for re-use unless this is a condition of funding.

15. The Research Committee and the DITS Cyber Security Programme Board is responsible for reviewing and updating this policy on behalf of Senate.

Research Governance
Policies on research integrity and good research conduct
Sharing Research data
Research data management plans
Data Protection and Research
Research Privacy Notice

This policy is based, with permission, on the policy Adopted by the University of Edinburgh under a Creative Commons Attribution 4.0 International Licence.",203,14,yes,yes
university-of-greenwich.md-12,university-of-greenwich.md,12,University of Greenwich Statement on Scholarly Communication > Research Data Policy,,"Data should be retained for a minimum of 10 years from the end of the project, or from publication of an output relating to the research, whichever comes first. Where funder or other legal requirements specify a longer retention period, this should be observed.

Research data that must be retained after project completion include:

Data that support research findings3,

Data that are of potential long-term value,

Data that support patent applications

Data which are subject to other legal requirements for data retention.",82,7,yes,yes
university-of-helsinki.md-22,university-of-helsinki.md,22,University of Helsinki Research Data Policy > Contents > 2. Principles and goals for research data management > 2.5 Commercialisation of research data,,"In the case of commercially valuable data, measures must be taken to ensure that their use does not endanger commercialisation. For example, research results must be published in compliance with terms and conditions set on confidentiality by the funder as well as the University’s guidelines for commercialisation. In the case of research that generates commercially valuable research data, the University provides researchers with support and a streamlined service process.",70,3,yes,yes
university-of-helsinki.md-23,university-of-helsinki.md,23,University of Helsinki Research Data Policy > Contents > 2. Principles and goals for research data management > 2.6. Destruction or long-term preservation of research data,,"The part of research data that is valuable in the long term and that will be preserved, as well as the part that will be destroyed at the end must be specified during research projects. Research data that have become useless will be destroyed after the required storage period. Research data that contain sensitive data will be destroyed with particular care. The University has a process for the curation and transfer to long-term digital preservation of valuable research data (for the definition of ‘long-term preservation’, see the glossary).",90,4,yes,yes
university-of-helsinki.md-32,university-of-helsinki.md,32,University of Helsinki Research Data Policy > Contents > 4. Glossary > Long-term preservation,,"The preservation of digital data in understandable and usable form for dozens or even hundreds of years. Long-term preservation is designed for valuable research data. The goal of long-term preservation is to ensure the accessibility, authenticity, understandability and completeness of digital objects, also regardless of the eventual obsolescence of or changes to hardware, software and file formats. Long-term preservation ensures the long-term availability of research data.",70,4,yes,yes
university-of-hertfordshire.md-5,university-of-hertfordshire.md,5,4 Policy > (Notes for guidance:,,"o These data include, but are not limited to, data relating to management and administration and to the conduct of the University’s business.
o Although responsibility for research data may be vested elsewhere, it should be noted that this policy and the principles and standards that it defines also apply to the management and use of research data (see section 7).)

The University recognises the value of data as an institutional resource and considers that value to be increased through the widespread and appropriate use of data and by virtue of data quality.

The University considers the value of data to be diminished through misuse, misinterpretation or unnecessary access restrictions.

Access to data will be granted to Data Users for all legitimate University purposes, subject to any limited access restrictions that may be determined from time-to-time at the absolute discretion of the University.

Data access is determined on behalf of the University by the Chief Information Officer.)

The University is committed to the Data Management Standards set out in section 5 of this document.

The University categorises and determines data access as follows:

‘Internal’

Data categorised as ‘Internal’ may be accessed by all Data Users, without restriction.

‘Internal’ is the default category for all data.)

‘Confidential’ or ‘Highly Confidential’",210,12,yes,yes
university-of-hertfordshire.md-12,university-of-hertfordshire.md,12,6 Data Management Framework > 6.5 Information Asset Owners,6.5.1,"a the management of the assigned institutional data;
b co-ordination of the associated Data Experts;
c the collection and updating of the assigned institutional data;
d recommending changes to institutional data management policy and procedures;
e data quality;
f the implementation of Data Management Standards and procedures;
g the promotion of the management of University data as a vital corporate resource;
h understanding and promotion of the value of data for University-wide purposes and facilitation of data sharing and integration;
i authorisation and management of any third party use of the data in accordance with University policies and processes;
j liaison with other Information Asset Owners as required;
k advising and reporting on data management issues to the Chief Informatio Officer.

Data Experts are responsible for and accountable to the relevant Information Asset Owner for:",137,12,yes,yes
university-of-huddersfield.md-0,university-of-huddersfield.md,0,RESEARCH DATA MANAGEMENT POLICY > 1. Introduction > 1.1 Statement of intent,1.1.1,"The University of Huddersfield’s academic community produces large volumes of research data, and wishes to ensure the widest possible access to its world-class research. The value and utility of research outputs increases the more broadly they are available to be considered and used by others, including scholars, businesses and charities around the globe, as well as society in general. Open Data and shared research data will also help to highlight the excellence of its research. It will attract scholars and students, foster collaboration, and enhance public engagement with research, as well as maximise the intellectual, social, cultural and economic impact of research.",104,4,no,yes
university-of-huddersfield.md-10,university-of-huddersfield.md,10,RESEARCH DATA MANAGEMENT POLICY > 3. Responsibilities of the researcher,3.5,"Researchers will preserve and provide appropriate access to their research data supporting outputs after the end of their project for as long as it has continuing value, in accordance with legal and funder requirements and paying due regard to discipline norms and cost. Notwithstanding, the minimum retention period for research data and records is ten years after publication or public release of the work of the research. School Research Ethics Committees can consider and approve proposals from PIs to retain data for shorter periods of time where reasoned arguments are provided e.g. where individuals participating in the research may be put at significant risk of identification.",107,4,no,yes
university-of-hull.md-3,university-of-hull.md,3,Research Data Management and Sharing Policy 2023 > Background,,"1. The University of Hull is committed to the delivery of high-quality research and both requires and fosters the practice of research to high standards across all disciplines.  The University has laid out its expectations in the Statement on Research Integrity (2023), Code of Good Research Practice (2023), and Research Ethics Policy (2023).
2. A key element of this delivery is the dissemination of the outputs from research to communicate the research findings to the widest possible audience and achieve a broad societal impact.  This dissemination recognises that the outputs from research are valuable assets meriting curation to support ongoing access and are a major component of the knowledge legacy generated by the University.
3. Whilst acknowledging the primary focus of attention on publications as outputs from research, the University also recognises the intrinsic value of data generated through research.  Research data underpin the research process and provide the core basis of the research analysis that feeds into publications and other dissemination activity.
4. The effective management of research data contributes to research integrity by ensuring that the analysis disseminated through research outputs has a sound basis.  It also contributes to a culture of honesty and accuracy in research practice and underpins research reproducibility by facilitating transparency in research practice.",204,12,yes,yes
university-of-hull.md-7,university-of-hull.md,7,Research Data Management and Sharing Policy 2023 > Definitions,,"13. Data management plan – A data management plan (DMP) is a document that records intentions to gather, store, manage, disseminate and preserve research data.  A DMP provides a methodology for working with data through a research process, and as a checklist to ensure the maintenance and development of good practice over time.

14. Data curation – Data curation involves the active management of research data to maintain, preserve and add value to the data throughout its lifetime.

15. Data catalogue – A data catalogue is a record of the existence of datasets, with each being described using a metadata record (which may be brief or detailed according to the complexity of the data).",108,7,yes,yes
university-of-hull.md-13,university-of-hull.md,13,Research Data Management and Sharing Policy 2023 > Sharing data,,"31. In keeping with the value inherent in open access to research outputs, publishing data with an open licence is an aim for all research at the University.  This policy recognises that there are occasionally valid reasons why data cannot be made open, and these reasons must be recorded as part of the data catalogue record.  Licence choice must take account of associated funder requirements.
32. Researchers involved in the creation of the data have the right to exploit the data for an agreed period prior to sharing it (see Principle #4 in the Concordat on Open Research Data and Point 5 in the UKRI Common Principles on Data Policy).  Guidance from funders and/or subject communities should be followed on the length of such a period: where no such guidance is available a locally agreed time limit that takes account of disciplinary practice will be applied.
33. When data is being shared it must have an extended metadata record describing what the dataset contains to facilitate access and use.  Additional data documentation should be provided where appropriate to facilitate utilization of the data.
34. Where research data is referenced in publications, a data access statement must be included.
35. Where research data is sourced externally and used within research at the University, it must be appropriately referenced as an acknowledged source in any publications arising from the research.  Research data generated at the University must be citeable by others using the metadata in the CRIS record (see paragraphs 30/31): this metadata must include the DOI or other appropriate persistent identifier assigned to aid discovery.
36. Research data can be shared through an appropriate data repository, which may be local or via a third-party service: where possible this repository should have trusted digital repository (TDR) status.  If the latter option is chosen, the service should adhere to the principles within this policy.",304,18,no,yes
university-of-lincoln.md-1,university-of-lincoln.md,1,ACADEMIC POLICY FRONT COVER SHEET > Research Data Management Policy,,The purpose of this policy is to set out the University's expectations for the management and curation of research data across all academic disciplines and in all forms. The University recognises the value of sharing research data openly where appropriate as a way to promote scholarly discourse and support learning and teaching and therefore aspires to be a leader in open data practices.,64,2,yes,yes
university-of-liverpool.md-27,university-of-liverpool.md,27,University of Liverpool Research Data Management Policy > 6. Key expectations and guidance > 6.8 Open access to research data,,"Research data should be made openly available with their associated metadata in line with any relevant research funder or publisher policies. Where no policy exists, researchers are encouraged to share data underpinning research publications or of long-term value under the Horizon Europe principle “as open as possible, as closed as necessary”. Data should be shared in an appropriate manner (e.g. anonymised), with as few restrictions as possible, and in a timely manner.

Contact the Library’s Research Data Management Team for support and guidance around Open Access to research data.",92,5,no,yes
university-of-london.md-6,university-of-london.md,6,Research Data Management Policy > 2. Scope > 3. Definitions,,"1. Research data is a valuable resource in its own right. It validates research findings and has long-term value as a potential resource for future research and teaching. The University is committed to the definition of Research data as outlined in the Concordat on Open Research Data, which covers all data across disciplines:

Research Data are the evidence that underpins the answer to the research question and can be used to validate findings regardless of its form (e.g., print, digital, or physical).

Data that are collected, observed, generated, created, or obtained from commercial, government or other sources, for subsequent analysis and synthesis to produce original research results.

3. Shareable Research Data: Research Data that must be preserved for long-term storage and shared.",123,8,yes,yes
university-of-london.md-8,university-of-london.md,8,Research Data Management Policy > 2. Scope > 2. Research Data:,,"A reference that enables permanent identification and location of digital objects, such as datasets and journal articles. This means a reference to a dataset elsewhere (e.g., in the journal article it supports or in the University’s repository catalogue) is not going to break or become outdated as a web address might do.

1. The University is committed to good practice in research data management that supports and enhances the public value of its research by:

enabling the publication, sharing and citation of research datasets.

maximizing the impact of scholarly outputs.

enhancing the public visibility of funded research.

facilitating the reuse of data by future researchers.

avoiding duplication of data collection.

reducing the risk of data loss and corruption.

reducing the vulnerability of data due to file and software obsolescence.

enabling greater scrutiny of published research to affirm the robustness of findings.

2. Research data should be managed to agreed standards throughout the research data lifecycle which include:

Ensuring research data collection, retention, storage, and accessibility conforms to the highest ethical standards.

Complying with all relevant internal and external policies, procedures, and codes and with funders’ requirements; in case of conflict with the University Policy, the policies of the funders take precedence unless specified.

Complying with all relevant licence agreements; in case of conflict with the University Policy, the terms and conditions of any licence agreements take precedence.",227,17,yes,yes
university-of-milan.md-1,university-of-milan.md,1,Research Data Management Policy > 1. Preamble,,"The University of Milan acknowledges the fundamental importance of research data as valuable scientificresults. Therefore, the University recognizes the relevance of records management for supporting the principles of quality and integrity in scientific research and is committed to pursuing the highest standardsof data collection, storage and preservation.",47,2,yes,yes
university-of-nottingham.md-19,university-of-nottingham.md,19,UoN generic Data Management Plan guidance > Ethics and privacy > Data preservation,,"Sample text: “All anonymised research data created by the project will be deposited in the UoN research data archive (  UoN will retain and preserve research data in line with UoN and [insert your funder's name] requirements for a minimum of 7 [or insert your funder's minimum retention requirement if longer] years, but data will be retained for longer periods of time where it is of continual value to users",70,1,no,yes
university-of-nottingham.md-22,university-of-nottingham.md,22,"UoN generic Data Management Plan guidance > Data sharing, publication and access",,"Outline the way(s) in which your data will be shared (e.g., DOI), and/or any justification for why this is not possible. How will data be shared, and what is its value to others? State the timeline for public release of data and the mechanism to achieve this. The preferred way to share data is by depositing it with data repositories who will either publish it openly online, or offer some form of controlled access. You can also publish a description of your dataset in a data journal. You will need to include a data access statement in published outputs or final reports referencing your DOI, or, where and how data can be accessed.

Will the data be open, or will you charge to access it? Justify if charging.

How will you license the data?

How will you ensure that your data is Findable, Accessible, Interoperable, and Re-usable?",151,10,no,yes
university-of-nottingham.md-35,university-of-nottingham.md,35,UoN generic Data Management Plan guidance > Budgeting,,"You should consider the costs or funding required for capturing, processing, storing, and archiving data. Where dedicated resources are required, these should be outlined and justified as part of your plan and included in your overall budget. Many funders will cover costs associated with data management and sharing provided they are incurred within the funding period. You may wish to consider: Accessing third party data - are there costs associated with accessing third party data, for example, licences, or commercial providers; people and skills - is additional specialist expertise (or training for existing staff) required?; storage and computation - will additional computational resources be needed in order to process, analyse or store your data?; archive – will there be any costs associated with preserving and/or sharing your research data, such as using a repository? Estimate the costs for making your data FAIR. Describe how you intend to cover these costs. Describe costs and potential value of long term preservation.",156,7,yes,yes
university-of-oxford.md-0,university-of-oxford.md,0,University of Oxford Research Data Management Policy > 1. Introduction > 1.1 Statement of intent,1.1.1,"The University of Oxford takes pride in the wealth of research data which its academic community produces, and wishes to ensure the widest possible access to its world-class research. The value and utility of research outputs increases the more broadly they are available to be considered and used by others, including scholars, businesses and charities around the globe, as well as society in general. Access for everyone in any location to Oxford’s preserved and shared research data will also help to highlight the excellence of its research. It will attract scholars and students, foster collaboration, and enhance public engagement with research, and maximise the intellectual, social, cultural and economic impact of research.",114,4,no,yes
university-of-oxford.md-9,university-of-oxford.md,9,University of Oxford Research Data Management Policy > 3. Responsibilities of the researcher,3.5,"Researchers will preserve and provide appropriate access to their research data supporting outputs after the end of their project for as long as it has continuing value, in accordance with legal and funder requirements and paying due regard to discipline norms and cost. Notwithstanding, the minimum retention period for research data and records is either three years after publication or public release of the work of the research, or completion if the work is unreleased, or that specified in the contract/grant agreement related to the work, whichever is longest.",90,2,no,yes
university-of-portsmouth.md-6,university-of-portsmouth.md,6,RESEARCH DATA MANAGEMENT POLICY October 2021 > Research Data Management Policy: A Summary > Introduction,,"In addition to helping demonstrate good practice in terms of research design, it is also recognised in the San Francisco Declaration on Research Assessment (DORA) that the value of and impact of all research outputs including datasets and software as well as publications should be acknowledged.

There is now a need to include a Data Availability Statement (or equivalent wording/information in a data/methods/acknowledgement section) in all papers, whether or not the journals require them.",77,2,yes,yes
university-of-portsmouth.md-21,university-of-portsmouth.md,21,RESEARCH DATA MANAGEMENT POLICY October 2021 > The Policy > 8. Archived Research Data:,,"i) The Data Steward must ensure that research data held by UoP are archived for long-term preservation and (as far as possible) made OA if they substantiate published research findings, are of potential long-term value, and/or retention is a requirement of the Regulatory Environment. (Key Policy Point B)

ii) When making such research data OA, the Data Steward must ensure the research data (e.g. files) are stored in either an established subject specific repository or in the University’s own research data repository.",87,4,no,yes
university-of-reading.md-1,university-of-reading.md,1,Research Data Management Policy > Summary,,"This University is committed to the principles of Open Research.1 We subscribe to the principles of the UK Concordat on Open Research Data,2 and affirm that publicly-funded research data are a public good produced in the public interest, which should be made available with as few restrictions as possible in a timely and responsible manner.3 We recognise the fundamental importance of research data management in establishing the quality and integrity of research and enabling the verification of research findings. Datasets can also be valuable research outputs in their own right, and should be managed in such a way as to maximise their potential for use and impact.",108,2,yes,yes
university-of-reading.md-6,university-of-reading.md,6,"Research Data Management Policy > Managing research data > Preservation, sharing and disposal of data",,"Data that substantiate published research findings (including doctoral theses) or that have long-term value must be preserved and made accessible using a suitable data repository wherever possible in accordance with the FAIR Data Principles for Findable, Accessible, Interoperable and Re-usable research data, considering any legal, ethical, commercial or practical restrictions that may apply.

Data that are shared must be accompanied by sufficient documentation and relevant materials (such as code written to process data) to enable verification or reproduction of published results and re-use for research or other purposes.",91,2,yes,yes
university-of-reading.md-16,university-of-reading.md,16,Research Data Management Policy > Rights and licensing > Disposal of data,,"Data that do not substantiate published research findings and do not have long-term value should be disposed of when they no longer serve a purpose. Data that contain personal or confidential information must be disposed of securely in accordance with University guidelines.7

The University has ownership of intellectual property rights (IPR) in research datasets created in the course of research undertaken by researchers in its employment, unless rights have been contractually assigned to another party.

Ownership of IPR in a research dataset created by a student rests with the student, unless it has been assigned to another party under the terms of a contract of sponsorship or other agreement.

Where a dataset is the creation of more than one hand, IPR may be jointly held by more than one party.",131,5,no,yes
university-of-reading.md-29,university-of-reading.md,29,Research Data Management Policy > Guidance > What data should be preserved and shared,,"Some areas of research, for example computational modelling, can generate large volumes of synthetic data. In such cases it may be more important - and more viable - to preserve the reproducibility of a method rather than a specific set of outputs, which might have little long-term value and be prohibitively expensive to maintain. It may be sufficient to preserve the code used to execute a model along with information about the input data used and the computing environment in which the model was run.

Guidance on preserving and providing access to restricted and high-volume data is provided in the research data management website.24",104,4,no,yes
university-of-salford.md-1,university-of-salford.md,1,Authors: Head of Learning & Research Support; Academic Support Manager (Research) > 1.0 Purpose,,"This policy outlines the University of Salford’s requirements for research data management before, during, and after a research project’s lifecycle. The University champions good practice in research data management because it is integral to high-quality research and aligns with funder requirements and the values and priorities set out in the Innovation Strategy 2021-26.",55,2,yes,yes
university-of-salford.md-14,university-of-salford.md,14,Authors: Head of Learning & Research Support; Academic Support Manager (Research) > 4.0 Policy statements > 4.7 Retention,,"Researchers are responsible for selecting which research data to retain by considering potential long-term value, reproducibility of the research findings, and legal or funder requirements. Selected research data must be retained for at least any period stipulated by legal, contractual, regulatory, or ethical requirements, and in line with disciplinespecific norms, typically at least 10 years from publication.",57,2,no,yes
university-of-st-andrews.md-1,university-of-st-andrews.md,1,Research data management policy > 1. Policy Statement,,"1.1. As one of the leading research-intensive universities in the world, the University of St Andrews places high value on the research conducted under its auspices; whether produced solely within its academic schools, its centres/institutes or as result of research pooling. More information on the University's research activities can be found at",54,3,no,no
university-of-st-andrews.md-2,university-of-st-andrews.md,2,Research data management policy > 1. Policy Statement,,"1.2. The University is committed to excellence throughout its activities. These activities increasingly collect and produce raw and processed research data, much of which is valuable and needs to be retained over the long term. This applies equally to all disciplines.",40,4,yes,yes
university-of-st-andrews.md-3,university-of-st-andrews.md,3,Research data management policy > 1. Policy Statement,,"1.3. The purpose of research data management is to ensure that research data is managed according to good practices for collection, curation, storage, management, retrieval, re-use, sharing, archiving, preservation and access, as appropriate for the data and discipline concerned, to support researchers to:

1.3.1. maximise the academic value of research data;",50,4,yes,yes
university-of-strathclyde.md-47,university-of-strathclyde.md,47,"Research Data Management and Sharing Policy > Table of Contents > 4. Operational requirements > 4.5 Research data and accompanying metadata and documentation must be registered in the University’s research information system, Pure.",4.5.6,"Where a dataset record draft is started but not finalised, it can remain as an ‘entry in progress’ record for a maximum of 24 months, after which point the record will be deleted. Where a dataset record is required to remain at ‘entry in progress’ for longer than 24 months, an appropriate maximum retention period should be noted in the dataset description.

Dataset records must by related to any other relevant content in Pure including publications, projects, activities and impacts.

Research data that contribute to published research findings, or that have acknowledged long-term value, must be retained for a minimum of 10 years, or longer if stipulated by the funder or advised by discipline convention.",113,4,yes,yes
university-of-strathclyde.md-50,university-of-strathclyde.md,50,"Research Data Management and Sharing Policy > Table of Contents > 4. Operational requirements > 4.5 Research data and accompanying metadata and documentation must be registered in the University’s research information system, Pure.",4.6.3,"Some funders require that data with acknowledged long-term value also be preserved and remain accessible and usable for future research4. Data with acknowledged long-term value should be preserved for a minimum period of 10 years, from date of last access/use, as above.

A minimum retention period longer than 10 years may be specified by third parties for specific types of research output. Researchers can check the required retention period with the RDMS Service.

Descriptive Metadata should be sufficient to ensure discovery, even in cases where public access to the data is restricted or has been removed.",97,5,yes,yes
university-of-surrey.md-12,university-of-surrey.md,12,Further guidance and tools > 2 Policy Principles,2.6,"Research data that substantiate research findings or is of long-term value should be preserved in an appropriate format with adequate documentation for verification and reuse for a minimum of 10 years from project end or as long as is mandated by funder, ethical, legal, or regulatory requirements.

A data access or availability statement should be included in published papers. It should describe where and on what terms supporting research data may be accessed.

The policy will be publicly available on the University of Surrey’s policy website. It will also be promoted via news posts, presentations, and direct communication with relevant staff.

Implementation of the policy will be supported by policy specific guidance on the Library’s Open Research website, including links to other relevant guidance, e.g.  Research Integrity and Governance Office, Data Protection, IT Services, funders policies, etc.

The Open Research team, based in the Library, will provide advice, guidance, support, and training on all elements of research data management and open data before, during, and after research is undertaken.

Heads of Departments/Schools and others responsible for research staff and students are responsible for ensuring that researchers in their areas are aware of the University’s policy and supporting guidelines and procedures regarding research data management.

IT Services are responsible for providing technical infrastructure for the storage and backup of research data during active research as appropriate.",230,10,yes,yes
